img_path,true_label,det_model,pred_label,pred_score,pred_bbox,gt_bbox,iou,match
/kaggle/input/mosquito-data/train_images/fcd44271-4d8a-4727-80df-e857463a5bcb.jpeg,culex,FRCNN,culex,0.9849756360054016,"[357.0208435058594, 772.0083618164062, 557.9239501953125, 1074.09814453125]","[342, 760, 565, 1068]",0.8506132805025468,True
/kaggle/input/mosquito-data/train_images/1104015d-f0fa-4a65-b08d-0335d258404b.jpeg,japonicus/koreicus,YOLO,culex,0.5160853266716003,"[886.5146484375, 1048.40625, 2123.450927734375, 2609.27392578125]","[869, 1017, 2019, 2588]",0.8745049314035054,False
/kaggle/input/mosquito-data/train_images/1104015d-f0fa-4a65-b08d-0335d258404b.jpeg,japonicus/koreicus,RetinaNet,culex,0.5670552253723145,"[906.3135986328125, 1091.651123046875, 2065.08154296875, 2600.103515625]","[869, 1017, 2019, 2588]",0.8811077960590191,False
/kaggle/input/mosquito-data/train_images/1104015d-f0fa-4a65-b08d-0335d258404b.jpeg,japonicus/koreicus,FRCNN,culex,0.9617043733596802,"[910.8793334960938, 978.3569946289062, 2097.574951171875, 2618.1806640625]","[869, 1017, 2019, 2588]",0.8653388624263088,False
/kaggle/input/mosquito-data/train_images/c07e1d05-19bf-4313-a76d-eb89ccb345ef.jpeg,albopictus,YOLO,albopictus,0.5123523473739624,"[1909.0640869140625, 1372.0704345703125, 2221.57080078125, 1658.8834228515625]","[1886, 1375, 2231, 1653]",0.8805315266480683,True
/kaggle/input/mosquito-data/train_images/c07e1d05-19bf-4313-a76d-eb89ccb345ef.jpeg,albopictus,RetinaNet,culex,0.7880957722663879,"[1851.6099853515625, 1400.54541015625, 2229.01025390625, 1622.3619384765625]","[1886, 1375, 2231, 1653]",0.7348523498681286,False
/kaggle/input/mosquito-data/train_images/c07e1d05-19bf-4313-a76d-eb89ccb345ef.jpeg,albopictus,FRCNN,culex,0.9559589624404907,"[1870.0660400390625, 1395.281982421875, 2253.97998046875, 1621.9774169921875]","[1886, 1375, 2231, 1653]",0.7467652121181589,False
/kaggle/input/mosquito-data/train_images/929541ec-8bc8-42fc-ae8f-6f80e6290827.jpeg,culex,YOLO,culex,0.885353147983551,"[1222.118408203125, 1343.9471435546875, 2110.366943359375, 2061.035888671875]","[1193, 1344, 2130, 2063]",0.9453152138825377,True
/kaggle/input/mosquito-data/train_images/929541ec-8bc8-42fc-ae8f-6f80e6290827.jpeg,culex,RetinaNet,culex,0.9032663106918335,"[1178.5806884765625, 1376.9342041015625, 2123.3916015625, 2030.9332275390625]","[1193, 1344, 2130, 2063]",0.890712360182994,True
/kaggle/input/mosquito-data/train_images/929541ec-8bc8-42fc-ae8f-6f80e6290827.jpeg,culex,FRCNN,culex,0.9944508075714111,"[1209.502685546875, 1385.2816162109375, 2123.22216796875, 2045.8135986328125]","[1193, 1344, 2130, 2063]",0.8958560984598775,True
/kaggle/input/mosquito-data/train_images/db3751d3-7286-4fae-9833-82391a07db4e.jpeg,culex,YOLO,culex,0.9176029562950134,"[294.6399230957031, 417.4324951171875, 841.3267822265625, 855.2210693359375]","[304, 417, 788, 850]",0.8740102288319114,True
/kaggle/input/mosquito-data/train_images/db3751d3-7286-4fae-9833-82391a07db4e.jpeg,culex,RetinaNet,culex,0.3524948060512543,"[505.531005859375, 482.8658142089844, 711.8026123046875, 713.5254516601562]","[304, 417, 788, 850]",0.22702715037752924,False
/kaggle/input/mosquito-data/train_images/db3751d3-7286-4fae-9833-82391a07db4e.jpeg,culex,FRCNN,culex,0.19138430058956146,"[377.5227966308594, 438.05487060546875, 726.7747192382812, 686.3822631835938]","[304, 417, 788, 850]",0.41383781847567586,False
/kaggle/input/mosquito-data/train_images/52c1ed36-36c2-420b-8b0b-8574adde1534.jpeg,culex,YOLO,culex,0.8223502039909363,"[1178.484130859375, 1974.8818359375, 1838.9945068359375, 2498.297607421875]","[1199, 1986, 1795, 2466]",0.8274867494998862,True
/kaggle/input/mosquito-data/train_images/52c1ed36-36c2-420b-8b0b-8574adde1534.jpeg,culex,RetinaNet,culex,0.7938525080680847,"[1233.5106201171875, 2014.22900390625, 1814.77099609375, 2467.004638671875]","[1199, 1986, 1795, 2466]",0.8581465437258563,True
/kaggle/input/mosquito-data/train_images/52c1ed36-36c2-420b-8b0b-8574adde1534.jpeg,culex,FRCNN,culex,0.9895786643028259,"[1214.5478515625, 2017.052001953125, 1826.1917724609375, 2475.43359375]","[1199, 1986, 1795, 2466]",0.8520185107371063,True
/kaggle/input/mosquito-data/train_images/d6d677a7-9eba-490f-b70b-4be439347694.jpeg,albopictus,YOLO,albopictus,0.8927764892578125,"[167.9352569580078, 118.84676361083984, 270.5327453613281, 200.4987335205078]","[170, 121, 269, 197]",0.8981427957338316,True
/kaggle/input/mosquito-data/train_images/d6d677a7-9eba-490f-b70b-4be439347694.jpeg,albopictus,RetinaNet,culex,0.8307845592498779,"[167.44967651367188, 123.8277816772461, 269.2546081542969, 197.36305236816406]","[170, 121, 269, 197]",0.9327658652375402,False
/kaggle/input/mosquito-data/train_images/d6d677a7-9eba-490f-b70b-4be439347694.jpeg,albopictus,FRCNN,culex,0.6845564246177673,"[167.25482177734375, 124.0016860961914, 268.48236083984375, 199.40399169921875]","[170, 121, 269, 197]",0.9022687852386255,False
/kaggle/input/mosquito-data/train_images/977f6be9-28c5-4b37-a8fb-2ba60d4f6ced.jpeg,albopictus,YOLO,albopictus,0.4989268481731415,"[83.7802734375, 68.8794937133789, 1501.8861083984375, 1915.9871826171875]","[159, 392, 1005, 1339]",0.3058577447484425,False
/kaggle/input/mosquito-data/train_images/977f6be9-28c5-4b37-a8fb-2ba60d4f6ced.jpeg,albopictus,RetinaNet,albopictus,0.5024118423461914,"[151.5985565185547, 453.65814208984375, 986.1776733398438, 1333.44921875]","[159, 392, 1005, 1339]",0.9010365377190781,True
/kaggle/input/mosquito-data/train_images/977f6be9-28c5-4b37-a8fb-2ba60d4f6ced.jpeg,albopictus,FRCNN,culex,0.6319835782051086,"[122.53959655761719, 376.2055358886719, 948.948486328125, 1336.4736328125]","[159, 392, 1005, 1339]",0.8791433581504918,False
/kaggle/input/mosquito-data/train_images/3bd37a59-b519-497e-b910-af61b59224f5.jpeg,culex,YOLO,culex,0.8393802642822266,"[929.9613037109375, 1744.5135498046875, 2211.806640625, 2933.32861328125]","[916, 1720, 2202, 2928]",0.9577053962404435,True
/kaggle/input/mosquito-data/train_images/3bd37a59-b519-497e-b910-af61b59224f5.jpeg,culex,RetinaNet,culex,0.7025060653686523,"[994.0757446289062, 1819.3555908203125, 2124.910400390625, 2728.321044921875]","[916, 1720, 2202, 2928]",0.6616656429837714,True
/kaggle/input/mosquito-data/train_images/3bd37a59-b519-497e-b910-af61b59224f5.jpeg,culex,FRCNN,culex,0.9883100986480713,"[953.0855712890625, 1770.3621826171875, 2132.7080078125, 2767.3251953125]","[916, 1720, 2202, 2928]",0.7570318780438821,True
/kaggle/input/mosquito-data/train_images/6617ee6c-21ce-4417-ad12-bca15e132767.jpeg,japonicus/koreicus,YOLO,albopictus,0.5512083172798157,"[2137.61376953125, 1401.0367431640625, 2702.83642578125, 1832.95654296875]","[2112, 1402, 2649, 1810]",0.819563742223883,False
/kaggle/input/mosquito-data/train_images/6617ee6c-21ce-4417-ad12-bca15e132767.jpeg,japonicus/koreicus,RetinaNet,culex,0.8039208054542542,"[2073.976318359375, 1437.7547607421875, 2675.7216796875, 1766.220703125]","[2112, 1402, 2649, 1810]",0.7338337046271542,False
/kaggle/input/mosquito-data/train_images/6617ee6c-21ce-4417-ad12-bca15e132767.jpeg,japonicus/koreicus,FRCNN,culex,0.972274899482727,"[2134.511962890625, 1445.047119140625, 2661.21533203125, 1793.4697265625]","[2112, 1402, 2649, 1810]",0.8025859846955566,False
/kaggle/input/mosquito-data/train_images/6312e8e4-12bc-4ecb-a428-7cdaf4a82de8.jpeg,albopictus,YOLO,albopictus,0.5832400321960449,"[115.13939666748047, 265.3316345214844, 1056.2611083984375, 1100.0875244140625]","[135, 234, 1035, 1093]",0.9153313098660582,True
/kaggle/input/mosquito-data/train_images/6312e8e4-12bc-4ecb-a428-7cdaf4a82de8.jpeg,albopictus,RetinaNet,culiseta,0.3386893570423126,"[234.8861846923828, 283.8954162597656, 398.4710998535156, 596.4515380859375]","[135, 234, 1035, 1093]",0.06613564438230615,False
/kaggle/input/mosquito-data/train_images/6312e8e4-12bc-4ecb-a428-7cdaf4a82de8.jpeg,albopictus,FRCNN,albopictus,0.13584963977336884,"[243.37144470214844, 258.58123779296875, 398.4272155761719, 577.7410888671875]","[135, 234, 1035, 1093]",0.0640118700559921,False
/kaggle/input/mosquito-data/train_images/9b796101-5278-4d4d-80c6-45e3f8583085.jpeg,albopictus,YOLO,albopictus,0.5929994583129883,"[1983.643310546875, 924.6051635742188, 2485.901611328125, 1268.1385498046875]","[1979, 926, 2477, 1243]",0.8987419934240182,True
/kaggle/input/mosquito-data/train_images/9b796101-5278-4d4d-80c6-45e3f8583085.jpeg,albopictus,RetinaNet,culex,0.13626419007778168,"[2053.112548828125, 965.5848388671875, 2510.76220703125, 1204.12548828125]","[1979, 926, 2477, 1243]",0.6094177665097473,False
/kaggle/input/mosquito-data/train_images/9b796101-5278-4d4d-80c6-45e3f8583085.jpeg,albopictus,FRCNN,culex,0.9681473970413208,"[2050.111083984375, 969.204345703125, 2508.638427734375, 1224.3330078125]","[1979, 926, 2477, 1243]",0.656339617851913,False
/kaggle/input/mosquito-data/train_images/36cc6134-bae3-4184-ace1-c2d0c281409c.jpeg,albopictus,YOLO,,,"[null, null, null, null]","[327, 938, 608, 1127]",0.0,False
/kaggle/input/mosquito-data/train_images/36cc6134-bae3-4184-ace1-c2d0c281409c.jpeg,albopictus,RetinaNet,culex,0.33759739995002747,"[339.51593017578125, 940.656982421875, 597.9762573242188, 1085.3028564453125]","[327, 938, 608, 1127]",0.7039337950265567,False
/kaggle/input/mosquito-data/train_images/36cc6134-bae3-4184-ace1-c2d0c281409c.jpeg,albopictus,FRCNN,culex,0.5000739097595215,"[324.7047119140625, 916.9966430664062, 630.97412109375, 1109.248779296875]","[327, 938, 608, 1127]",0.7534308654358688,False
/kaggle/input/mosquito-data/train_images/ba96bbf3-30dd-478f-874e-7d2f838afc98.jpeg,albopictus,YOLO,albopictus,0.7363400459289551,"[73.32160949707031, 70.1744155883789, 445.1991882324219, 460.9212646484375]","[145, 74, 442, 447]",0.7623770284322556,True
/kaggle/input/mosquito-data/train_images/ba96bbf3-30dd-478f-874e-7d2f838afc98.jpeg,albopictus,RetinaNet,albopictus,0.3018587827682495,"[148.2454071044922, 93.21146392822266, 446.9107971191406, 350.3598327636719]","[145, 74, 442, 447]",0.6741873451423427,True
/kaggle/input/mosquito-data/train_images/ba96bbf3-30dd-478f-874e-7d2f838afc98.jpeg,albopictus,FRCNN,culex,0.284598171710968,"[147.4777374267578, 66.41035461425781, 429.7362365722656, 390.7750549316406]","[145, 74, 442, 447]",0.7917984823510107,False
/kaggle/input/mosquito-data/train_images/490cc534-c39e-42c1-9598-e5fb794723b1.jpeg,culex,YOLO,culex,0.9237096309661865,"[489.03424072265625, 666.5977172851562, 805.1961059570312, 1060.260009765625]","[482, 677, 795, 1054]",0.9074537601824783,True
/kaggle/input/mosquito-data/train_images/490cc534-c39e-42c1-9598-e5fb794723b1.jpeg,culex,RetinaNet,culex,0.8889150023460388,"[479.36279296875, 671.48828125, 807.9755859375, 1050.210693359375]","[482, 677, 795, 1054]",0.9297659981291982,True
/kaggle/input/mosquito-data/train_images/490cc534-c39e-42c1-9598-e5fb794723b1.jpeg,culex,FRCNN,culex,0.9828318953514099,"[471.3421325683594, 671.4073486328125, 805.1763305664062, 1043.8720703125]","[482, 677, 795, 1054]",0.9005537126602363,True
/kaggle/input/mosquito-data/train_images/b9e42504-5d54-48ff-b2c1-18e43c0666cb.jpeg,culex,YOLO,culex,0.8340228199958801,"[289.96881103515625, 960.085693359375, 567.0740356445312, 1397.914794921875]","[286, 973, 558, 1402]",0.9175660215293897,True
/kaggle/input/mosquito-data/train_images/b9e42504-5d54-48ff-b2c1-18e43c0666cb.jpeg,culex,RetinaNet,culex,0.9325144290924072,"[295.3835754394531, 978.144775390625, 549.3629760742188, 1396.6617431640625]","[286, 973, 558, 1402]",0.9109307609151434,True
/kaggle/input/mosquito-data/train_images/b9e42504-5d54-48ff-b2c1-18e43c0666cb.jpeg,culex,FRCNN,culex,0.9910749197006226,"[293.87225341796875, 979.6145629882812, 549.9646606445312, 1393.4002685546875]","[286, 973, 558, 1402]",0.9081257491218847,True
/kaggle/input/mosquito-data/train_images/94a42017-e928-4017-ac5b-1b6a99ae919a.jpeg,culex,YOLO,culex,0.7714157700538635,"[279.9555358886719, 512.9166259765625, 380.5503845214844, 668.5050659179688]","[283, 514, 376, 668]",0.9150621706337945,True
/kaggle/input/mosquito-data/train_images/94a42017-e928-4017-ac5b-1b6a99ae919a.jpeg,culex,RetinaNet,culex,0.9223323464393616,"[284.41949462890625, 518.9284057617188, 373.91253662109375, 663.8311767578125]","[283, 514, 376, 668]",0.9054454523552786,True
/kaggle/input/mosquito-data/train_images/94a42017-e928-4017-ac5b-1b6a99ae919a.jpeg,culex,FRCNN,culex,0.9904499650001526,"[283.4381408691406, 518.7921142578125, 375.2033386230469, 663.5413818359375]","[283, 514, 376, 668]",0.9274504373070996,True
/kaggle/input/mosquito-data/train_images/e1b5495a-f5a8-4c46-9685-3f0fdd795639.jpeg,albopictus,YOLO,culex,0.7122030258178711,"[243.92852783203125, 483.16802978515625, 597.9230346679688, 739.2513427734375]","[261, 472, 593, 741]",0.8955053535543761,False
/kaggle/input/mosquito-data/train_images/e1b5495a-f5a8-4c46-9685-3f0fdd795639.jpeg,albopictus,RetinaNet,culex,0.9308336973190308,"[252.36300659179688, 491.0049743652344, 603.90673828125, 737.0581665039062]","[261, 472, 593, 741]",0.8679604693277314,False
/kaggle/input/mosquito-data/train_images/e1b5495a-f5a8-4c46-9685-3f0fdd795639.jpeg,albopictus,FRCNN,culex,0.9923003911972046,"[250.60890197753906, 493.2646179199219, 589.4553833007812, 732.0760498046875]","[261, 472, 593, 741]",0.8545518745427537,False
/kaggle/input/mosquito-data/train_images/5bf8ad4a-a7c9-400d-8245-01abd13610b5.jpeg,culex,YOLO,culex,0.8131068348884583,"[784.3935546875, 1200.4000244140625, 1265.378173828125, 1591.6239013671875]","[734, 1183, 1283, 1587]",0.8300536599464708,True
/kaggle/input/mosquito-data/train_images/5bf8ad4a-a7c9-400d-8245-01abd13610b5.jpeg,culex,RetinaNet,culex,0.8927317261695862,"[772.9463500976562, 1200.4578857421875, 1281.54052734375, 1579.1673583984375]","[734, 1183, 1283, 1587]",0.8684080536170133,True
/kaggle/input/mosquito-data/train_images/5bf8ad4a-a7c9-400d-8245-01abd13610b5.jpeg,culex,FRCNN,culex,0.9768153429031372,"[786.313232421875, 1217.7841796875, 1276.57373046875, 1574.6500244140625]","[734, 1183, 1283, 1587]",0.7888204781455683,True
/kaggle/input/mosquito-data/train_images/fc883749-0007-4da0-a0dc-008e18bd7cb4.jpeg,albopictus,YOLO,albopictus,0.7885192632675171,"[1123.490234375, 1925.6895751953125, 1476.6319580078125, 2205.064208984375]","[1141, 1934, 1453, 2196]",0.8285522132111905,True
/kaggle/input/mosquito-data/train_images/fc883749-0007-4da0-a0dc-008e18bd7cb4.jpeg,albopictus,RetinaNet,culex,0.6618697047233582,"[1136.82763671875, 1937.4599609375, 1480.6251220703125, 2185.20166015625]","[1141, 1934, 1453, 2196]",0.8624644284617464,False
/kaggle/input/mosquito-data/train_images/fc883749-0007-4da0-a0dc-008e18bd7cb4.jpeg,albopictus,FRCNN,albopictus,0.8562372922897339,"[1131.1495361328125, 1930.5208740234375, 1480.0068359375, 2179.209228515625]","[1141, 1934, 1453, 2196]",0.8316200841929001,True
/kaggle/input/mosquito-data/train_images/e9fe7037-65d3-44a2-89f1-97ab700c90d1.jpeg,albopictus,YOLO,albopictus,0.8347833156585693,"[1433.729736328125, 1034.857421875, 2117.018310546875, 1671.790283203125]","[1437, 1077, 2084, 1668]",0.8786055592545557,True
/kaggle/input/mosquito-data/train_images/e9fe7037-65d3-44a2-89f1-97ab700c90d1.jpeg,albopictus,RetinaNet,culex,0.5644604563713074,"[1446.33447265625, 1058.68017578125, 2088.033935546875, 1611.286376953125]","[1437, 1077, 2084, 1668]",0.859717982662469,False
/kaggle/input/mosquito-data/train_images/e9fe7037-65d3-44a2-89f1-97ab700c90d1.jpeg,albopictus,FRCNN,culiseta,0.4433015286922455,"[1462.511474609375, 1096.8992919921875, 2081.0263671875, 1620.9349365234375]","[1437, 1077, 2084, 1668]",0.8476551946992286,False
/kaggle/input/mosquito-data/train_images/974ee6e2-95de-4a1a-a925-a79c22461d2a.jpeg,culex,YOLO,culex,0.8316746354103088,"[93.4439468383789, 292.74774169921875, 606.7937622070312, 731.0613403320312]","[159, 295, 615, 712]",0.817448804317965,True
/kaggle/input/mosquito-data/train_images/974ee6e2-95de-4a1a-a925-a79c22461d2a.jpeg,culex,RetinaNet,albopictus,0.32859736680984497,"[183.14817810058594, 359.79510498046875, 601.5656127929688, 654.796875]","[159, 295, 615, 712]",0.6491327140426365,False
/kaggle/input/mosquito-data/train_images/974ee6e2-95de-4a1a-a925-a79c22461d2a.jpeg,culex,FRCNN,culex,0.18397432565689087,"[97.06292724609375, 391.0829162597656, 607.3648071289062, 672.6491088867188]","[159, 295, 615, 712]",0.6081387779640431,True
/kaggle/input/mosquito-data/train_images/4dc7b7d5-0e39-4e12-98ee-ba379285724a.jpeg,culex,YOLO,culex,0.7605651617050171,"[1314.6553955078125, 1157.7562255859375, 1675.7135009765625, 1552.2486572265625]","[1314, 1218, 1666, 1540]",0.7931044606285853,True
/kaggle/input/mosquito-data/train_images/4dc7b7d5-0e39-4e12-98ee-ba379285724a.jpeg,culex,RetinaNet,culex,0.5031493306159973,"[1298.1478271484375, 1231.5955810546875, 1662.5892333984375, 1514.9581298828125]","[1314, 1218, 1666, 1540]",0.8382600168789973,True
/kaggle/input/mosquito-data/train_images/4dc7b7d5-0e39-4e12-98ee-ba379285724a.jpeg,culex,FRCNN,culex,0.9860013723373413,"[1293.6185302734375, 1208.4420166015625, 1685.32177734375, 1539.6883544921875]","[1314, 1218, 1666, 1540]",0.8719723624953557,True
/kaggle/input/mosquito-data/train_images/f5490584-740c-4f9c-8569-0a347610fa4e.jpeg,culex,YOLO,culex,0.8616989850997925,"[233.0310516357422, 242.1009063720703, 588.2755737304688, 583.6942749023438]","[234, 246, 589, 573]",0.9528075198814907,True
/kaggle/input/mosquito-data/train_images/f5490584-740c-4f9c-8569-0a347610fa4e.jpeg,culex,RetinaNet,culex,0.8346217274665833,"[226.27015686035156, 259.44830322265625, 609.7913818359375, 569.8527221679688]","[234, 246, 589, 573]",0.881985208212435,True
/kaggle/input/mosquito-data/train_images/f5490584-740c-4f9c-8569-0a347610fa4e.jpeg,culex,FRCNN,culex,0.9921686053276062,"[235.56483459472656, 261.0474548339844, 589.1091918945312, 554.9456176757812]","[234, 246, 589, 573]",0.8945620720858233,True
/kaggle/input/mosquito-data/train_images/67327e0f-7091-40f8-8af5-135bbaa05ea2.jpeg,culex,YOLO,culex,0.6697644591331482,"[1013.8781127929688, 2024.405517578125, 1345.3306884765625, 2433.439453125]","[1034, 2027, 1313, 2404]",0.775826865663776,True
/kaggle/input/mosquito-data/train_images/67327e0f-7091-40f8-8af5-135bbaa05ea2.jpeg,culex,RetinaNet,culex,0.2531193792819977,"[936.6317138671875, 2002.9627685546875, 1340.2520751953125, 2398.555908203125]","[1034, 2027, 1313, 2404]",0.6431240219749316,True
/kaggle/input/mosquito-data/train_images/67327e0f-7091-40f8-8af5-135bbaa05ea2.jpeg,culex,FRCNN,culex,0.9775277972221375,"[1014.4375610351562, 2024.1527099609375, 1341.6370849609375, 2408.533203125]","[1034, 2027, 1313, 2404]",0.8363182051996365,True
/kaggle/input/mosquito-data/train_images/04d8e86f-01d9-41d5-828f-6650c013cdf8.jpeg,japonicus/koreicus,YOLO,albopictus,0.7344131469726562,"[640.7977294921875, 1842.361083984375, 955.9290771484375, 2168.94189453125]","[639, 1843, 927, 2164]",0.8877025303386833,False
/kaggle/input/mosquito-data/train_images/04d8e86f-01d9-41d5-828f-6650c013cdf8.jpeg,japonicus/koreicus,RetinaNet,culex,0.8896961808204651,"[635.826171875, 1841.8079833984375, 943.2639770507812, 2146.892578125]","[639, 1843, 927, 2164]",0.8865453224069452,False
/kaggle/input/mosquito-data/train_images/04d8e86f-01d9-41d5-828f-6650c013cdf8.jpeg,japonicus/koreicus,FRCNN,culex,0.9812136292457581,"[626.4655151367188, 1846.4705810546875, 946.5668334960938, 2141.547119140625]","[639, 1843, 927, 2164]",0.8338084238849582,False
/kaggle/input/mosquito-data/train_images/179af360-2337-4cf8-bb75-753d4ca0d091.jpeg,culex,YOLO,culex,0.7722699642181396,"[343.6181945800781, 336.7122497558594, 1683.378173828125, 1459.7003173828125]","[587, 318, 1624, 1529]",0.7297509403934479,True
/kaggle/input/mosquito-data/train_images/179af360-2337-4cf8-bb75-753d4ca0d091.jpeg,culex,RetinaNet,culex,0.5335390567779541,"[825.745361328125, 975.7197875976562, 1578.484130859375, 1370.0164794921875]","[587, 318, 1624, 1529]",0.23634396582173495,False
/kaggle/input/mosquito-data/train_images/179af360-2337-4cf8-bb75-753d4ca0d091.jpeg,culex,FRCNN,culex,0.2491045445203781,"[923.7346801757812, 348.67437744140625, 1611.2457275390625, 1432.11767578125]","[587, 318, 1624, 1529]",0.5931478617333402,True
/kaggle/input/mosquito-data/train_images/69d7f3fa-7caa-45a2-9260-e798ef34310b.jpeg,albopictus,YOLO,albopictus,0.7582778930664062,"[36.95830535888672, 192.49375915527344, 597.6898803710938, 734.0711669921875]","[60, 188, 589, 751]",0.9094712392891154,True
/kaggle/input/mosquito-data/train_images/69d7f3fa-7caa-45a2-9260-e798ef34310b.jpeg,albopictus,RetinaNet,culex,0.317931592464447,"[218.22503662109375, 206.13232421875, 483.67657470703125, 554.9754028320312]","[60, 188, 589, 751]",0.3109218834028419,False
/kaggle/input/mosquito-data/train_images/69d7f3fa-7caa-45a2-9260-e798ef34310b.jpeg,albopictus,FRCNN,culex,0.5002883076667786,"[149.2301788330078, 163.06536865234375, 536.8797607421875, 592.1519775390625]","[60, 188, 589, 751]",0.5095055704288748,False
/kaggle/input/mosquito-data/train_images/f485fcef-f9dc-4a1b-a96c-cb495fbc5140.jpeg,culex,YOLO,,,"[null, null, null, null]","[535, 960, 748, 1179]",0.0,False
/kaggle/input/mosquito-data/train_images/f485fcef-f9dc-4a1b-a96c-cb495fbc5140.jpeg,culex,RetinaNet,culex,0.6529709100723267,"[538.99853515625, 850.7705688476562, 771.1017456054688, 1147.7611083984375]","[535, 960, 748, 1179]",0.5140664373837558,True
/kaggle/input/mosquito-data/train_images/f485fcef-f9dc-4a1b-a96c-cb495fbc5140.jpeg,culex,FRCNN,culex,0.9099485278129578,"[542.8414916992188, 954.7002563476562, 741.717041015625, 1161.0889892578125]","[535, 960, 748, 1179]",0.8383826766926145,True
/kaggle/input/mosquito-data/train_images/54549de2-4133-4e60-92b4-612ebe8820dc.jpeg,albopictus,YOLO,albopictus,0.8504518866539001,"[349.12255859375, 625.12890625, 770.2182006835938, 956.7216796875]","[359, 623, 776, 944]",0.9210607829148583,True
/kaggle/input/mosquito-data/train_images/54549de2-4133-4e60-92b4-612ebe8820dc.jpeg,albopictus,RetinaNet,culex,0.8167973160743713,"[352.6688537597656, 625.2818603515625, 779.7474365234375, 943.0556640625]","[359, 623, 776, 944]",0.9668171379594869,False
/kaggle/input/mosquito-data/train_images/54549de2-4133-4e60-92b4-612ebe8820dc.jpeg,albopictus,FRCNN,culex,0.3939228653907776,"[339.4516296386719, 629.0043334960938, 792.8641357421875, 945.870849609375]","[359, 623, 776, 944]",0.8986020152795775,False
/kaggle/input/mosquito-data/train_images/0a476dab-874f-4fc2-ba66-9e8502127680.jpeg,albopictus,YOLO,albopictus,0.8284823298454285,"[223.72793579101562, 293.7557373046875, 338.63330078125, 446.1329650878906]","[220, 294, 340, 460]",0.8763201866667806,True
/kaggle/input/mosquito-data/train_images/0a476dab-874f-4fc2-ba66-9e8502127680.jpeg,albopictus,RetinaNet,culex,0.8461316823959351,"[223.92442321777344, 301.00555419921875, 334.9500732421875, 441.4555358886719]","[220, 294, 340, 460]",0.7828087606529005,False
/kaggle/input/mosquito-data/train_images/0a476dab-874f-4fc2-ba66-9e8502127680.jpeg,albopictus,FRCNN,culex,0.9698706269264221,"[224.33538818359375, 302.2637634277344, 332.0082702636719, 447.19342041015625]","[220, 294, 340, 460]",0.7833832261742519,False
