img_path,true_label,yolo_pred,yolo_probs,convnext_pred,convnext_probs,vit_pred,vit_probs
/kaggle/input/mosquito-data/train_images/ba96bbf3-30dd-478f-874e-7d2f838afc98.jpeg,albopictus,albopictus,"[1.3581743507629085e-09, 0.999739944934845, 2.319043828497014e-12, 0.00024218995531555265, 1.7768805264495313e-05, 1.0108728787372456e-07]",albopictus,"[1.022938795358641e-05, 0.9999532699584961, 4.1498360587866046e-06, 2.994231545017101e-05, 1.9484107269818196e-06, 4.6790444230282446e-07]",albopictus,"[8.769332453084644e-06, 0.9998779296875, 1.4982626908022212e-06, 9.722724644234404e-05, 1.2545278877951205e-05, 2.0817669792450033e-06]"
/kaggle/input/mosquito-data/train_images/490cc534-c39e-42c1-9598-e5fb794723b1.jpeg,culex,culex,"[2.544789249117607e-12, 1.540328526061785e-06, 9.150483842867985e-11, 0.9999966621398926, 1.7596673842490418e-06, 1.2599032928051201e-09]",culex,"[5.510231858352199e-06, 0.041022889316082, 9.633224544813856e-05, 0.9588351249694824, 3.683722752612084e-05, 3.3703322515066247e-06]",culex,"[3.3854130379040726e-06, 5.0743412430165336e-05, 3.835692496068077e-06, 0.9960390329360962, 0.0038552379701286554, 4.767243444803171e-05]"
/kaggle/input/mosquito-data/train_images/b9e42504-5d54-48ff-b2c1-18e43c0666cb.jpeg,culex,culex,"[2.795567596858284e-13, 9.605019002378867e-10, 1.337082250474353e-10, 0.9999998807907104, 1.1027037061239753e-07, 3.866180921414941e-13]",culex,"[1.1216349093956524e-06, 1.1083333447459154e-05, 3.6434112189454027e-06, 0.9999794960021973, 3.774386414079345e-06, 8.230847470258595e-07]",culex,"[2.534744112381304e-07, 5.16850377607625e-06, 7.396704972961743e-07, 0.9999262094497681, 6.749501335434616e-05, 7.463592766043803e-08]"
/kaggle/input/mosquito-data/train_images/94a42017-e928-4017-ac5b-1b6a99ae919a.jpeg,culex,culex,"[2.9392959177698685e-09, 2.4772065444267355e-05, 4.81968354115736e-11, 0.9999732971191406, 1.873902192528476e-06, 6.180784595244404e-08]",culex,"[3.66834888154699e-06, 1.9983393940492533e-05, 2.267101990582887e-06, 0.9999686479568481, 3.7665031413780525e-06, 1.7259181959161651e-06]",culex,"[1.7323711290373467e-05, 0.0018706280970945954, 4.027193881483981e-06, 0.9979714751243591, 0.00013594703341368586, 6.32915202913864e-07]"
/kaggle/input/mosquito-data/train_images/e1b5495a-f5a8-4c46-9685-3f0fdd795639.jpeg,albopictus,albopictus,"[3.364056055943365e-07, 0.9913297891616821, 4.372116535478199e-08, 0.00017765132361091673, 9.144557111540053e-07, 0.008491236716508865]",albopictus,"[3.10326213366352e-05, 0.9999548196792603, 5.144302690496261e-07, 1.0580674825177994e-05, 1.1658166840788908e-06, 1.8761472801998025e-06]",albopictus,"[2.9548584734584438e-06, 0.999951958656311, 9.523934068056406e-07, 3.502693652990274e-05, 1.939562935149297e-06, 7.157584150263574e-06]"
/kaggle/input/mosquito-data/train_images/5bf8ad4a-a7c9-400d-8245-01abd13610b5.jpeg,culex,culex,"[5.683601216333045e-07, 0.00039738163468427956, 2.401362280579633e-06, 0.9888867735862732, 0.006839856039732695, 0.003873016219586134]",culex,"[6.028843927197158e-06, 0.00013110222062096, 6.138114713394316e-06, 0.9998301267623901, 1.7339647456537932e-05, 9.169213626591954e-06]",culex,"[6.189782197907334e-06, 0.0006234309985302389, 1.1107219961559167e-06, 0.9944502115249634, 0.004918044898658991, 1.038899881677935e-06]"
/kaggle/input/mosquito-data/train_images/fc883749-0007-4da0-a0dc-008e18bd7cb4.jpeg,albopictus,albopictus,"[6.230828830666724e-08, 0.9999998807907104, 3.1264835165245586e-09, 6.2890679330962485e-09, 7.438966435034666e-13, 5.269829017606753e-09]",albopictus,"[1.590510805726808e-06, 0.9999927282333374, 9.132673426393012e-07, 3.7369718484114856e-06, 3.9358965864266793e-07, 7.135210466913122e-07]",albopictus,"[2.6714657153092958e-08, 0.9999996423721313, 1.2053279263568584e-08, 2.312515476887711e-07, 3.6998130781285e-08, 1.2268805527071436e-08]"
/kaggle/input/mosquito-data/train_images/e9fe7037-65d3-44a2-89f1-97ab700c90d1.jpeg,albopictus,albopictus,"[5.820421478119897e-08, 0.9957094192504883, 5.692757931718972e-10, 2.2696583812376048e-07, 1.8337182439154276e-07, 0.004290138836950064]",albopictus,"[9.19626756967773e-07, 0.9999939203262329, 7.195249622782285e-07, 1.2090177960999426e-06, 2.3642903670406668e-06, 7.993901931513392e-07]",albopictus,"[5.413745185478547e-08, 0.9999994039535522, 1.899700308172214e-08, 2.8170842369945603e-07, 2.554789659825474e-07, 1.5869442648863696e-08]"
/kaggle/input/mosquito-data/train_images/974ee6e2-95de-4a1a-a925-a79c22461d2a.jpeg,culex,culex,"[1.907250572752428e-11, 8.211225576815195e-06, 4.0365810693998583e-10, 0.9999868869781494, 4.918812919640914e-06, 3.743088061725075e-10]",culex,"[6.073996246414026e-06, 8.000531670404598e-05, 8.779886684351368e-07, 0.999902606010437, 8.968997462943662e-06, 1.3684798432223033e-06]",culex,"[5.01799490848498e-07, 4.7690638893982396e-05, 1.6936184010774014e-06, 0.9999376535415649, 1.2360264008748345e-05, 9.457836824822152e-08]"
/kaggle/input/mosquito-data/train_images/4dc7b7d5-0e39-4e12-98ee-ba379285724a.jpeg,culex,culex,"[2.9027570278006287e-11, 0.00224007829092443, 4.472357900686674e-11, 0.9977598190307617, 2.8904022286724285e-08, 7.65522969459198e-08]",culex,"[3.5216733067500172e-06, 0.0011179577559232712, 1.3980662743051653e-06, 0.9988215565681458, 1.9838065782096237e-05, 3.570085755200125e-05]",culex,"[7.755289175293001e-07, 9.581730409990996e-05, 7.846698508728878e-07, 0.9993447661399841, 0.0005573896924033761, 3.848002450013155e-07]"
/kaggle/input/mosquito-data/train_images/f5490584-740c-4f9c-8569-0a347610fa4e.jpeg,culex,culex,"[5.355303700493863e-11, 9.44306961514485e-08, 4.358690475214644e-08, 0.999984860420227, 1.4966870367061347e-05, 2.838222323831019e-09]",culex,"[8.956738497545302e-07, 2.3477746253774967e-06, 2.817869699356379e-06, 0.9999915361404419, 2.2789811282564187e-06, 1.7690514653168066e-07]",culex,"[5.841483812218939e-07, 2.222999682999216e-05, 1.1423766466123197e-07, 0.9999547004699707, 2.2282360077952035e-05, 4.783727902690771e-08]"
/kaggle/input/mosquito-data/train_images/67327e0f-7091-40f8-8af5-135bbaa05ea2.jpeg,culex,culex,"[1.2500668902792889e-12, 3.291244865977205e-05, 1.0319782806078592e-09, 0.999967098236084, 1.3781511043475803e-08, 1.4283561000638656e-09]",culex,"[9.843709449341986e-06, 0.00022347306367009878, 0.0008736896561458707, 0.997480571269989, 0.001411255681887269, 1.1544906328708748e-06]",culex,"[9.491657237958862e-08, 5.341512860468356e-06, 6.417086950705198e-08, 0.9999939203262329, 4.399772990382189e-07, 8.7821504735075e-08]"
/kaggle/input/mosquito-data/train_images/04d8e86f-01d9-41d5-828f-6650c013cdf8.jpeg,japonicus/koreicus,albopictus,"[1.8169014310842613e-06, 0.8092881441116333, 2.851736624620571e-09, 0.003072825726121664, 0.00017599637794774026, 0.18746121227741241]",albopictus,"[4.891173830401385e-06, 0.9999241828918457, 2.054724518529838e-06, 7.3834580689435825e-06, 1.5648761291231494e-06, 5.990930731059052e-05]",albopictus,"[1.0271332030242775e-05, 0.9777677655220032, 5.089160822535632e-06, 0.0003347478050272912, 0.0031044145580381155, 0.01877761073410511]"
/kaggle/input/mosquito-data/train_images/179af360-2337-4cf8-bb75-753d4ca0d091.jpeg,culex,culex,"[3.189268454661942e-06, 6.460459644586081e-06, 3.534756842782372e-08, 0.7230374813079834, 0.2769433557987213, 9.481943379796576e-06]",culex,"[6.9811435423616786e-06, 0.00014430384908337146, 6.917336122569395e-06, 0.9997972846031189, 4.2559609028103296e-06, 4.030706259072758e-05]",culex,"[6.187571852933615e-05, 0.00012264240649528801, 3.2624873824715905e-07, 0.9998000264167786, 1.3440498150885105e-05, 1.6308890735672321e-06]"
/kaggle/input/mosquito-data/train_images/69d7f3fa-7caa-45a2-9260-e798ef34310b.jpeg,albopictus,albopictus,"[1.0537170055613387e-05, 0.987967312335968, 0.006030519492924213, 0.0016492671566084027, 1.8549151263869135e-06, 0.0043404982425272465]",albopictus,"[7.769839385218802e-07, 0.9999295473098755, 2.3605391106684692e-05, 4.214927685097791e-05, 1.147660782407911e-06, 2.7656394649966387e-06]",albopictus,"[6.698381184833124e-06, 0.9999657869338989, 1.4249943660615827e-06, 1.0270082384522539e-05, 6.914211212460941e-07, 1.5143207747314591e-05]"
/kaggle/input/mosquito-data/train_images/f485fcef-f9dc-4a1b-a96c-cb495fbc5140.jpeg,culex,albopictus,"[1.7358901516217884e-07, 0.6239472031593323, 4.069092007785713e-10, 0.37302884459495544, 0.003021185053512454, 2.638122623466188e-06]",culex,"[7.084839126036968e-06, 0.032120559364557266, 1.1301756785542239e-05, 0.9676558971405029, 0.00020449183648452163, 7.205896395134914e-07]",culex,"[3.8261074223555624e-05, 0.020888986065983772, 1.1483928574307356e-05, 0.9790129661560059, 3.918630682164803e-05, 9.082301403395832e-06]"
/kaggle/input/mosquito-data/train_images/54549de2-4133-4e60-92b4-612ebe8820dc.jpeg,albopictus,albopictus,"[9.830353892015253e-11, 1.0, 2.9919686562348527e-16, 4.400069718302202e-12, 1.7851506384225502e-10, 3.9407535012969674e-08]",albopictus,"[1.4615707186749205e-06, 0.9999713897705078, 1.6988618654067977e-06, 9.657145710662007e-06, 7.337648639804684e-07, 1.4970393749536015e-05]",albopictus,"[9.308724457923745e-08, 0.9999991655349731, 1.6549639880736322e-08, 4.7136751391008147e-07, 1.3202177129301162e-08, 2.3593776177222026e-07]"
/kaggle/input/mosquito-data/train_images/0a476dab-874f-4fc2-ba66-9e8502127680.jpeg,albopictus,albopictus,"[1.2144826810889242e-11, 0.9999992847442627, 6.08302633525043e-13, 5.740622555094888e-07, 1.761525503241046e-08, 7.085380104854266e-08]",albopictus,"[1.340907260782842e-06, 0.9999916553497314, 7.95873290826421e-07, 3.874367848766269e-06, 2.985335925131949e-07, 2.0113898244744632e-06]",albopictus,"[3.6853819551652123e-07, 0.9999982118606567, 3.650181312764289e-08, 3.5228995898251014e-07, 6.270576022870955e-07, 4.102711557152361e-07]"
/kaggle/input/mosquito-data/train_images/67599439-bc0a-4b17-afcc-3986128d2025.jpeg,albopictus,albopictus,"[4.3350024014898736e-08, 0.9999979734420776, 1.6265662428072147e-11, 4.300424052416929e-07, 7.562704240626772e-07, 7.312519869628886e-07]",albopictus,"[2.5817375899350736e-06, 0.9999936819076538, 3.953672660372831e-07, 7.184947889982141e-07, 9.83920244834735e-07, 1.7238885448023211e-06]",albopictus,"[4.38582645756469e-07, 0.9999985694885254, 1.6968353833135552e-08, 3.7421628462652734e-07, 5.756330665462883e-07, 1.4578557916422596e-08]"
/kaggle/input/mosquito-data/train_images/2b7a3551-4d33-40ea-8185-7795c23aaaa4.jpeg,albopictus,albopictus,"[6.180708282954583e-07, 0.9827521443367004, 1.2674367155796062e-07, 0.016295986250042915, 1.4007213394506834e-05, 0.0009371335036121309]",albopictus,"[3.1065865186974406e-06, 0.9999932050704956, 5.016809154767543e-07, 2.030464401059362e-07, 1.4586142924599699e-06, 1.4518086572934408e-06]",albopictus,"[1.5245916074491106e-05, 0.9981696605682373, 1.4707452464790549e-05, 0.001523357699625194, 8.38353116705548e-06, 0.00026872273883782327]"
/kaggle/input/mosquito-data/train_images/4843ce55-17e0-48e3-a958-d1f9a647051a.jpeg,culex,culex,"[2.2739492580581278e-12, 3.4432837026088237e-08, 1.3950481161373318e-06, 0.9999985694885254, 3.7566710853198515e-10, 1.0016580620497706e-10]",culex,"[6.249395028135041e-07, 4.457622253539739e-06, 3.368768375366926e-06, 0.9999840259552002, 7.026206276350422e-06, 5.20260755365598e-07]",culex,"[6.921204089849198e-07, 1.2700473234872334e-05, 2.0171466985630104e-06, 0.9975027441978455, 0.0024813117925077677, 4.7234894395842275e-07]"
/kaggle/input/mosquito-data/train_images/5d3eec84-da2e-47a2-8a50-224ba5bed0e5.jpeg,albopictus,albopictus,"[3.5450563018457615e-07, 0.9999059438705444, 1.4123841853008745e-11, 1.8876781950893928e-06, 7.780396117595956e-06, 8.405192784266546e-05]",albopictus,"[5.600611984846182e-06, 0.9999861717224121, 3.5027602507398115e-07, 3.164515192111139e-06, 1.9684086964844028e-06, 2.775644361463492e-06]",albopictus,"[2.8581700917129638e-06, 0.999962329864502, 4.6019073351999396e-07, 1.5783283743076026e-05, 1.7881495296023786e-05, 7.735108056294848e-07]"
/kaggle/input/mosquito-data/train_images/75674b48-71e3-416b-9454-a4e3c4271d7b.jpeg,culex,culex,"[6.59577373187531e-13, 2.4473099102806373e-09, 1.5897817506882461e-09, 0.9999897480010986, 1.0300039321009535e-05, 1.5098857275575028e-08]",culex,"[1.1865956821566215e-06, 4.83410622109659e-06, 0.00047539573279209435, 0.9994760155677795, 3.2143256248673424e-05, 1.0376686987001449e-05]",culex,"[1.383660332976433e-07, 1.3990928664497915e-06, 1.2676055405336228e-07, 0.9999849796295166, 1.3321031474333722e-05, 2.923564146328772e-08]"
/kaggle/input/mosquito-data/train_images/31e6932d-8744-41cd-8102-af812df67d8b.jpeg,culex,culex,"[1.8058149180433247e-06, 0.018194949254393578, 1.0764961189124733e-06, 0.9737017154693604, 0.007140391040593386, 0.0009599300683476031]",culex,"[1.0021293746831361e-05, 0.0013161799870431423, 8.67811013449682e-06, 0.9982154369354248, 0.00032098693191073835, 0.000128685831441544]",culex,"[0.00029679961153306067, 0.1532691866159439, 4.971716771251522e-05, 0.84476238489151, 0.001068495912477374, 0.0005534174852073193]"
/kaggle/input/mosquito-data/train_images/56b8b533-15bc-4ec4-bf16-7cc44b20db5c.jpeg,culex,culex,"[8.681987420655624e-12, 9.101505565922707e-05, 2.1105249492503475e-11, 0.9999024868011475, 6.431455403799191e-06, 2.044676206125473e-09]",culex,"[6.735026545356959e-07, 1.0006056072597858e-05, 1.8107648429577239e-06, 0.9999852180480957, 1.3157209650671575e-06, 9.305111916546593e-07]",culex,"[2.6660111984710966e-07, 2.827608795996639e-06, 5.628777444144362e-07, 0.9996949434280396, 0.0003012877714354545, 1.212236497849517e-07]"
/kaggle/input/mosquito-data/train_images/f7111734-8901-4d2d-9706-7cb550e48a73.jpeg,culiseta,culiseta,"[3.007493342907508e-12, 6.852010159263955e-08, 1.7611189662147808e-07, 9.463102514928323e-07, 0.9999988079071045, 1.7936083174241446e-11]",culiseta,"[5.552061793423491e-06, 3.7833256101293955e-06, 0.00010233472130494192, 9.977383888326585e-05, 0.9997883439064026, 1.6825036652790004e-07]",culiseta,"[6.796829410404825e-08, 4.399323370307684e-05, 0.00021473955712281168, 8.983028237707913e-05, 0.999651312828064, 6.537428376418575e-09]"
/kaggle/input/mosquito-data/train_images/1139e4d8-ac77-482e-b82e-275eed16a905.jpeg,culex,culex,"[1.6710969275024468e-09, 3.098073284490965e-05, 4.553637328319482e-11, 0.999954104423523, 1.4927708434697706e-05, 8.137013729481168e-09]",culex,"[1.9810620415228186e-06, 0.0001155191712314263, 1.0475065437276498e-06, 0.9998725652694702, 8.309523764182813e-06, 5.305721515469486e-07]",culex,"[4.28197921564788e-07, 3.230691436328925e-05, 2.206152771577763e-07, 0.9999597072601318, 6.9287539190554526e-06, 3.040307205992576e-07]"
/kaggle/input/mosquito-data/train_images/5209a37a-3f53-4c12-b3ce-1d7eb58180f3.jpeg,albopictus,albopictus,"[8.577982768542824e-09, 0.9999990463256836, 1.157532836942865e-11, 3.10240210410484e-07, 2.006086408101737e-10, 5.715389193028386e-07]",albopictus,"[4.594910933519714e-06, 0.9999699592590332, 3.525631882439484e-06, 1.8888011254603043e-05, 4.264177846380335e-07, 2.6484319732844597e-06]",albopictus,"[8.988408239929413e-07, 0.999945878982544, 3.4431863582540245e-07, 4.941647785017267e-05, 5.662582580612252e-08, 3.317808932479238e-06]"
/kaggle/input/mosquito-data/train_images/f6dfe65e-a212-4894-b03c-c78d0bdd093e.jpeg,culex,culex,"[1.1084445942491014e-13, 8.404716034249304e-09, 2.0911107047327793e-12, 1.0, 1.9168956200132925e-08, 1.109408676036594e-10]",culex,"[4.101851573068416e-06, 1.7507816664874554e-05, 9.778048024600139e-07, 0.9999614953994751, 1.5717434507678263e-05, 2.774184792997403e-07]",culex,"[1.8189123807133e-07, 1.8428094108458026e-06, 2.4978581336654315e-07, 0.9999203681945801, 7.725039176875725e-05, 1.7453142930889953e-08]"
/kaggle/input/mosquito-data/train_images/f26436c1-bcbf-47e8-9e99-e1d73ae039ec.jpeg,albopictus,albopictus,"[6.792802540074583e-13, 0.9999995231628418, 2.965030700347385e-14, 1.9146301610817318e-07, 2.032522843364859e-07, 1.1272561550867977e-08]",albopictus,"[7.24105575500289e-06, 0.9999011754989624, 9.2984402044749e-07, 1.3564535947807599e-06, 8.910988253774121e-05, 2.6810400299837056e-07]",albopictus,"[2.1785346859815036e-07, 0.9999961853027344, 1.008454901807454e-07, 1.0767197409222717e-06, 2.4174241843866184e-06, 7.711085103778714e-09]"
/kaggle/input/mosquito-data/train_images/29974794-a94e-4a57-8046-ebacf1fa63f0.jpeg,albopictus,albopictus,"[2.7095596599746585e-11, 0.9999998807907104, 1.3790151237992685e-14, 5.719497053746636e-08, 8.98074414834582e-09, 1.240541251945615e-07]",albopictus,"[2.708907459236798e-06, 0.999993085861206, 7.501345180571661e-07, 1.1306242413411383e-06, 1.1579897574165443e-07, 2.2729375359631376e-06]",albopictus,"[3.7723927448496397e-07, 0.9999990463256836, 9.785443921828119e-08, 3.451684165156621e-07, 7.504305443717385e-08, 4.761400518304981e-08]"
/kaggle/input/mosquito-data/train_images/aaabaf06-20c8-43b7-b0ff-cdc45a37b1ee.jpeg,culex,culex,"[4.3771440687123686e-05, 0.00020740574109368026, 2.8413960961870544e-08, 0.9910523295402527, 0.008696368895471096, 8.543779017600173e-09]",culex,"[9.066941970559128e-07, 2.0974255676264875e-05, 2.579111196610029e-06, 0.9999734163284302, 4.7002305336718564e-07, 1.6743268815844203e-06]",culex,"[7.770215120217472e-07, 2.0698205844382755e-05, 6.134249588285456e-07, 0.9998339414596558, 0.00014318899775389582, 7.025691957096569e-07]"
